AT,V,AP,RH,PE,AT-V,AT-AP,AT-RH,AT-PE,AP-RH,AP-PE
20.94,58.16,1016.88,65.43,455.16,0.36,0.02,0.32,0.05,15.54,2.23
23.13,71.25,1002.49,94.59,431.91,0.32,0.02,0.24,0.05,10.60,2.32
12.77,41.50,1014.13,86.80,470.68,0.31,0.01,0.15,0.03,11.68,2.15
28.29,69.13,1009.29,58.18,429.28,0.41,0.03,0.49,0.07,17.35,2.35
19.13,59.21,1018.32,89.66,450.81,0.32,0.02,0.21,0.04,11.36,2.26
24.44,73.50,1011.49,87.39,437.73,0.33,0.02,0.28,0.06,11.57,2.31
20.32,44.60,1015.16,36.35,460.21,0.46,0.02,0.56,0.04,27.93,2.21
20.54,69.05,1001.60,79.62,442.86,0.30,0.02,0.26,0.05,12.58,2.26
12.16,45.00,1021.51,50.52,482.99,0.27,0.01,0.24,0.03,20.22,2.11
28.09,65.27,1013.27,51.96,440.00,0.43,0.03,0.54,0.06,19.50,2.30
9.25,41.82,1033.25,74.73,478.48,0.22,0.01,0.12,0.02,13.83,2.16
21.75,49.82,1015.01,78.33,455.28,0.44,0.02,0.28,0.05,12.96,2.23
23.70,66.56,1002.07,85.19,436.94,0.36,0.02,0.28,0.05,11.76,2.29
16.22,37.87,1022.36,83.13,461.06,0.43,0.02,0.20,0.04,12.30,2.22
24.75,69.45,1013.97,53.49,438.28,0.36,0.02,0.46,0.06,18.96,2.31
10.48,39.58,1011.81,88.86,472.61,0.26,0.01,0.12,0.02,11.39,2.14
29.53,70.79,1003.70,60.89,426.85,0.42,0.03,0.48,0.07,16.48,2.35
12.59,39.72,1017.76,61.14,470.18,0.32,0.01,0.21,0.03,16.65,2.16
23.50,54.42,1012.31,68.29,455.38,0.43,0.02,0.34,0.05,14.82,2.22
29.01,66.56,1006.44,57.62,428.32,0.44,0.03,0.50,0.07,17.47,2.35
9.75,42.49,1010.57,83.63,480.35,0.23,0.01,0.12,0.02,12.08,2.10
19.55,56.53,1020.20,78.10,455.56,0.35,0.02,0.25,0.04,13.06,2.24
21.05,58.33,1013.14,66.34,447.66,0.36,0.02,0.32,0.05,15.27,2.26
24.72,68.67,1006.74,79.02,443.06,0.36,0.02,0.31,0.06,12.74,2.27
21.19,58.86,1014.19,68.96,452.43,0.36,0.02,0.31,0.05,14.71,2.24
10.77,41.54,1019.94,71.13,477.81,0.26,0.01,0.15,0.02,14.34,2.13
28.68,73.77,1004.72,87.01,431.66,0.39,0.03,0.33,0.07,11.55,2.33
29.87,73.91,1004.53,74.30,431.80,0.40,0.03,0.40,0.07,13.52,2.33
22.99,68.67,1006.65,77.62,446.67,0.33,0.02,0.30,0.05,12.97,2.25
24.66,60.29,1018.00,59.56,445.26,0.41,0.02,0.41,0.06,17.09,2.29
32.63,69.89,1013.85,41.66,425.72,0.47,0.03,0.78,0.08,24.34,2.38
31.38,72.29,1008.73,73.27,430.58,0.43,0.03,0.43,0.07,13.77,2.34
23.87,60.27,1018.94,77.16,439.86,0.40,0.02,0.31,0.05,13.21,2.32
25.60,59.15,1013.31,67.02,441.11,0.43,0.03,0.38,0.06,15.12,2.30
27.62,71.14,1011.60,52.80,434.72,0.39,0.03,0.52,0.06,19.16,2.33
30.10,67.45,1014.23,39.04,434.01,0.45,0.03,0.77,0.07,25.98,2.34
12.19,41.17,1019.43,65.47,475.64,0.30,0.01,0.19,0.03,15.57,2.14
13.11,41.58,1020.43,74.32,460.44,0.32,0.01,0.18,0.03,13.73,2.22
28.29,68.67,1005.46,69.22,436.40,0.41,0.03,0.41,0.06,14.53,2.30
13.45,40.73,1018.70,93.88,461.03,0.33,0.01,0.14,0.03,10.85,2.21
10.98,41.54,1019.94,69.83,479.08,0.26,0.01,0.16,0.02,14.61,2.13
26.48,69.14,1009.31,84.11,435.76,0.38,0.03,0.31,0.06,12.00,2.32
13.07,45.51,1015.22,78.65,460.14,0.29,0.01,0.17,0.03,12.91,2.21
25.56,75.60,1017.37,69.31,442.20,0.34,0.03,0.37,0.06,14.68,2.30
22.68,50.78,1008.83,70.30,447.69,0.45,0.02,0.32,0.05,14.35,2.25
28.86,73.67,1006.65,68.23,431.15,0.39,0.03,0.42,0.07,14.75,2.33
22.70,63.56,1014.32,71.76,445.00,0.36,0.02,0.32,0.05,14.13,2.28
27.89,73.21,1001.32,85.88,431.59,0.38,0.03,0.32,0.06,11.66,2.32
13.78,44.47,1027.94,71.09,467.22,0.31,0.01,0.19,0.03,14.46,2.20
28.14,51.43,1012.16,52.67,445.33,0.55,0.03,0.53,0.06,19.22,2.27
11.80,45.09,1013.21,89.68,470.57,0.26,0.01,0.13,0.03,11.30,2.15
10.71,39.61,1018.72,73.66,473.77,0.27,0.01,0.15,0.02,13.83,2.15
24.54,60.29,1017.42,58.94,447.67,0.41,0.02,0.42,0.05,17.26,2.27
11.54,40.05,1014.78,87.05,474.29,0.29,0.01,0.13,0.02,11.66,2.14
29.47,71.32,1008.07,67.00,437.14,0.41,0.03,0.44,0.07,15.05,2.31
29.24,69.05,1003.12,43.18,432.56,0.42,0.03,0.68,0.07,23.23,2.32
14.51,41.79,1009.72,80.62,459.14,0.35,0.01,0.18,0.03,12.52,2.20
22.91,60.07,1016.03,59.72,446.19,0.38,0.02,0.38,0.05,17.01,2.28
27.02,71.77,1006.38,72.10,428.10,0.38,0.03,0.37,0.06,13.96,2.35
13.49,44.47,1030.18,69.15,468.46,0.30,0.01,0.20,0.03,14.90,2.20
30.24,66.75,1017.95,55.66,435.02,0.45,0.03,0.54,0.07,18.29,2.34
23.19,48.60,1002.38,61.19,445.52,0.48,0.02,0.38,0.05,16.38,2.25
17.73,40.55,1003.36,74.62,462.69,0.44,0.02,0.24,0.04,13.45,2.17
18.62,61.27,1019.26,73.35,455.75,0.30,0.02,0.25,0.04,13.90,2.24
12.85,40.00,1015.89,68.85,463.74,0.32,0.01,0.19,0.03,14.76,2.19
32.33,69.68,1011.95,39.89,439.79,0.46,0.03,0.81,0.07,25.37,2.30
25.09,58.95,1016.99,53.16,443.26,0.43,0.02,0.47,0.06,19.13,2.29
29.45,69.13,1009.30,52.97,432.04,0.43,0.03,0.56,0.07,19.05,2.34
16.91,43.96,1013.32,79.87,465.86,0.38,0.02,0.21,0.04,12.69,2.18
14.09,45.87,1009.05,84.09,465.60,0.31,0.01,0.17,0.03,12.00,2.17
10.73,25.36,1009.35,100.15,469.43,0.42,0.01,0.11,0.02,10.08,2.15
23.20,49.30,1003.40,79.77,440.75,0.47,0.02,0.29,0.05,12.58,2.28
8.21,38.91,1015.82,88.99,481.32,0.21,0.01,0.09,0.02,11.41,2.11
9.30,40.56,1022.64,76.14,479.87,0.23,0.01,0.12,0.02,13.43,2.13
16.97,39.16,1005.70,69.13,458.59,0.43,0.02,0.25,0.04,14.55,2.19
23.69,71.97,1009.62,93.03,438.62,0.33,0.02,0.25,0.05,10.85,2.30
25.13,59.44,1012.38,77.92,445.59,0.42,0.02,0.32,0.06,12.99,2.27
9.86,43.56,1015.13,74.89,481.87,0.23,0.01,0.13,0.02,13.55,2.11
11.33,41.50,1013.58,88.70,475.01,0.27,0.01,0.13,0.02,11.43,2.13
26.95,48.41,1008.53,62.94,436.54,0.56,0.03,0.43,0.06,16.02,2.31
15.00,40.66,1016.28,89.62,456.63,0.37,0.01,0.17,0.03,11.34,2.23
20.76,62.52,1015.63,81.04,451.69,0.33,0.02,0.26,0.05,12.53,2.25
14.29,39.59,1010.93,94.53,463.04,0.36,0.01,0.15,0.03,10.69,2.18
19.74,67.71,1007.68,64.02,446.10,0.29,0.02,0.31,0.04,15.74,2.26
26.68,59.92,1009.94,70.57,438.67,0.45,0.03,0.38,0.06,14.31,2.30
14.24,41.40,1019.70,70.32,466.88,0.34,0.01,0.20,0.03,14.50,2.18
21.98,48.41,1008.42,84.86,444.60,0.45,0.02,0.26,0.05,11.88,2.27
22.75,59.39,1015.40,81.41,440.26,0.38,0.02,0.28,0.05,12.47,2.31
8.34,40.96,1023.28,89.45,483.92,0.20,0.01,0.09,0.02,11.44,2.11
11.80,41.20,1017.18,82.71,475.19,0.29,0.01,0.14,0.02,12.30,2.14
8.81,44.68,1023.06,93.93,479.24,0.20,0.01,0.09,0.02,10.89,2.13
30.05,73.68,1014.95,70.60,434.92,0.41,0.03,0.43,0.07,14.38,2.33
16.01,65.46,1014.00,87.68,454.16,0.24,0.02,0.18,0.04,11.56,2.23
21.75,58.79,1012.42,87.58,447.58,0.37,0.02,0.25,0.05,11.56,2.26
13.94,41.26,1021.67,74.40,467.90,0.34,0.01,0.19,0.03,13.73,2.18
29.25,69.13,1010.27,67.35,426.29,0.42,0.03,0.43,0.07,15.00,2.37
22.33,45.87,1007.80,63.61,447.02,0.49,0.02,0.35,0.05,15.84,2.25
16.43,41.79,1005.47,76.89,455.85,0.39,0.02,0.21,0.04,13.08,2.21
11.50,40.22,1010.31,78.08,476.46,0.29,0.01,0.15,0.02,12.94,2.12
23.53,68.94,1007.53,69.17,437.48,0.34,0.02,0.34,0.05,14.57,2.30
21.86,49.21,1014.61,53.31,452.77,0.44,0.02,0.41,0.05,19.03,2.24
6.17,39.33,1012.57,93.32,491.54,0.16,0.01,0.07,0.01,10.85,2.06
30.19,64.79,1017.22,42.47,438.41,0.47,0.03,0.71,0.07,23.95,2.32
11.67,41.93,1019.81,82.58,476.10,0.28,0.01,0.14,0.02,12.35,2.14
15.34,36.99,1007.87,94.59,464.58,0.41,0.02,0.16,0.03,10.66,2.17
11.50,40.78,1023.91,86.31,467.74,0.28,0.01,0.13,0.02,11.86,2.19
25.53,57.17,1010.00,72.57,442.12,0.45,0.03,0.35,0.06,13.92,2.28
21.27,57.50,1014.53,80.76,453.34,0.37,0.02,0.26,0.05,12.56,2.24
28.37,69.13,1010.44,71.93,425.29,0.41,0.03,0.39,0.07,14.05,2.38
28.39,51.43,1011.74,47.54,449.63,0.55,0.03,0.60,0.06,21.28,2.25
13.78,45.78,1025.27,95.72,462.88,0.30,0.01,0.14,0.03,10.71,2.21
14.60,42.32,1015.71,77.03,464.67,0.34,0.01,0.19,0.03,13.19,2.19
5.10,35.57,1027.17,80.49,489.96,0.14,0.00,0.06,0.01,12.76,2.10
7.00,38.08,1020.27,77.67,482.38,0.18,0.01,0.09,0.01,13.14,2.12
26.30,77.95,1009.45,78.72,437.95,0.34,0.03,0.33,0.06,12.82,2.30
30.56,71.98,1004.74,58.77,429.20,0.42,0.03,0.52,0.07,17.10,2.34
21.09,46.63,1013.03,74.80,453.34,0.45,0.02,0.28,0.05,13.54,2.23
28.21,70.02,1010.58,51.34,442.47,0.40,0.03,0.55,0.06,19.68,2.28
15.84,49.69,1015.14,90.41,462.60,0.32,0.02,0.18,0.03,11.23,2.19
10.03,40.96,1024.57,91.10,478.79,0.24,0.01,0.11,0.02,11.25,2.14
20.37,52.05,1012.34,62.57,456.11,0.39,0.02,0.33,0.04,16.18,2.22
21.19,50.16,1005.81,84.27,450.33,0.42,0.02,0.25,0.05,11.94,2.23
33.73,69.88,1007.21,42.93,434.83,0.48,0.03,0.79,0.08,23.46,2.32
29.87,73.68,1015.10,40.96,433.43,0.41,0.03,0.73,0.07,24.78,2.34
19.62,62.96,1020.76,76.53,456.02,0.31,0.02,0.26,0.04,13.34,2.24
9.93,40.67,1018.08,69.74,485.23,0.24,0.01,0.14,0.02,14.60,2.10
9.43,37.14,1013.03,74.99,473.57,0.25,0.01,0.13,0.02,13.51,2.14
14.24,39.58,1011.17,70.45,469.94,0.36,0.01,0.20,0.03,14.35,2.15
12.97,49.83,1008.69,91.49,452.07,0.26,0.01,0.14,0.03,11.03,2.23
7.60,41.04,1021.82,88.97,475.32,0.19,0.01,0.09,0.02,11.48,2.15
8.39,36.24,1013.39,89.13,480.69,0.23,0.01,0.09,0.02,11.37,2.11
25.41,48.06,1013.12,46.52,444.01,0.53,0.03,0.55,0.06,21.78,2.28
18.43,56.03,1020.41,60.55,465.17,0.33,0.02,0.30,0.04,16.85,2.19
10.31,39.82,1012.87,88.71,480.61,0.26,0.01,0.12,0.02,11.42,2.11
11.29,41.50,1013.39,89.15,476.04,0.27,0.01,0.13,0.02,11.37,2.13
22.61,49.30,1003.51,83.02,441.76,0.46,0.02,0.27,0.05,12.09,2.27
29.34,71.98,1005.19,75.19,428.24,0.41,0.03,0.39,0.07,13.37,2.35
18.87,67.71,1004.00,87.35,444.77,0.28,0.02,0.22,0.04,11.49,2.26
13.21,45.87,1008.58,85.66,463.10,0.29,0.01,0.15,0.03,11.77,2.18
11.30,44.60,1018.19,91.66,470.50,0.25,0.01,0.12,0.02,11.11,2.16
29.23,72.99,1007.04,63.47,431.00,0.40,0.03,0.46,0.07,15.87,2.34
27.76,69.40,1004.27,72.25,430.68,0.40,0.03,0.38,0.06,13.90,2.33
29.26,67.17,1006.60,70.58,436.42,0.44,0.03,0.41,0.07,14.26,2.31
25.72,49.82,1016.19,60.10,452.33,0.52,0.03,0.43,0.06,16.91,2.25
23.43,63.94,1010.64,89.29,440.16,0.37,0.02,0.26,0.05,11.32,2.30
25.60,63.76,1010.18,67.43,435.75,0.40,0.03,0.38,0.06,14.98,2.32
22.30,44.57,1008.48,67.58,449.74,0.50,0.02,0.33,0.05,14.92,2.24
27.91,72.24,1010.74,70.80,430.73,0.39,0.03,0.39,0.06,14.28,2.35
30.35,77.17,1009.55,63.62,432.75,0.39,0.03,0.48,0.07,15.87,2.33
21.78,47.43,1007.88,66.68,446.79,0.46,0.02,0.33,0.05,15.12,2.26
7.19,41.39,1018.12,90.76,486.35,0.17,0.01,0.08,0.01,11.22,2.09
20.88,59.80,1015.66,75.34,453.18,0.35,0.02,0.28,0.05,13.48,2.24
24.19,50.23,1015.73,59.77,458.31,0.48,0.02,0.40,0.05,16.99,2.22
9.98,41.54,1019.70,80.79,480.26,0.24,0.01,0.12,0.02,12.62,2.12
23.47,51.30,1011.89,74.10,448.65,0.46,0.02,0.32,0.05,13.66,2.26
26.35,49.50,1012.67,41.34,458.41,0.53,0.03,0.64,0.06,24.50,2.21
29.89,64.69,1006.37,58.78,435.39,0.46,0.03,0.51,0.07,17.12,2.31
19.29,50.16,1010.49,97.78,450.21,0.38,0.02,0.20,0.04,10.33,2.24
17.48,43.14,1018.68,74.85,459.59,0.41,0.02,0.23,0.04,13.61,2.22
25.21,75.60,1017.19,69.84,445.84,0.33,0.02,0.36,0.06,14.56,2.28
23.30,48.78,1018.17,75.36,441.08,0.48,0.02,0.31,0.05,13.51,2.31
15.42,37.85,1009.89,85.80,467.33,0.41,0.02,0.18,0.03,11.77,2.16
21.44,63.09,1016.56,90.11,444.19,0.34,0.02,0.24,0.05,11.28,2.29
29.45,68.27,1007.96,61.63,432.96,0.43,0.03,0.48,0.07,16.36,2.33
29.69,47.93,1002.85,44.76,438.09,0.62,0.03,0.66,0.07,22.41,2.29
15.52,36.99,1006.86,89.70,467.90,0.42,0.02,0.17,0.03,11.22,2.15
11.47,43.67,1012.68,72.51,475.72,0.26,0.01,0.16,0.02,13.97,2.13
9.77,34.69,1027.72,74.98,477.51,0.28,0.01,0.13,0.02,13.71,2.15
22.60,69.84,1006.37,79.59,435.13,0.32,0.02,0.28,0.05,12.64,2.31
8.24,39.61,1017.99,78.42,477.90,0.21,0.01,0.11,0.02,12.98,2.13
17.01,44.20,1019.18,61.23,457.26,0.38,0.02,0.28,0.04,16.65,2.23
19.64,44.60,1015.88,47.56,467.53,0.44,0.02,0.41,0.04,21.36,2.17
10.61,41.58,1021.08,93.06,465.15,0.26,0.01,0.11,0.02,10.97,2.20
12.04,40.10,1014.42,89.65,474.28,0.30,0.01,0.13,0.03,11.32,2.14
29.19,65.71,1013.85,50.50,444.49,0.44,0.03,0.58,0.07,20.08,2.28
21.75,45.09,1014.15,44.84,452.84,0.48,0.02,0.49,0.05,22.62,2.24
23.66,77.54,1008.50,85.32,435.38,0.31,0.02,0.28,0.05,11.82,2.32
27.05,75.33,1003.88,82.94,433.57,0.36,0.03,0.33,0.06,12.10,2.32
29.63,69.71,1009.04,67.26,435.27,0.43,0.03,0.44,0.07,15.00,2.32
18.20,39.63,1005.35,79.05,468.49,0.46,0.02,0.23,0.04,12.72,2.15
32.22,70.80,1009.90,62.03,433.07,0.46,0.03,0.52,0.07,16.28,2.33
26.88,73.56,1004.85,94.36,430.63,0.37,0.03,0.28,0.06,10.65,2.33
29.05,65.74,1013.29,60.02,440.74,0.44,0.03,0.48,0.07,16.88,2.30
8.90,39.96,1026.31,95.46,474.49,0.22,0.01,0.09,0.02,10.75,2.16
18.93,48.60,1005.72,84.92,449.74,0.39,0.02,0.22,0.04,11.84,2.24
27.49,63.76,1010.09,62.80,436.73,0.43,0.03,0.44,0.06,16.08,2.31
23.10,70.79,1006.53,90.81,434.58,0.33,0.02,0.25,0.05,11.08,2.32
11.22,43.13,1017.24,80.90,473.93,0.26,0.01,0.14,0.02,12.57,2.15
31.97,79.74,1007.03,55.84,435.99,0.40,0.03,0.57,0.07,18.03,2.31
13.32,43.22,1009.45,75.30,466.83,0.31,0.01,0.18,0.03,13.41,2.16
31.68,68.24,1005.29,37.34,427.22,0.46,0.03,0.85,0.07,26.92,2.35
23.69,63.77,1013.39,79.50,444.07,0.37,0.02,0.30,0.05,12.75,2.28
13.83,41.49,1020.11,87.29,469.57,0.33,0.01,0.16,0.03,11.69,2.17
18.32,66.51,1015.18,81.50,459.89,0.28,0.02,0.22,0.04,12.46,2.21
11.05,40.71,1024.91,76.42,479.59,0.27,0.01,0.14,0.02,13.41,2.14
22.03,64.69,1007.21,75.75,440.92,0.34,0.02,0.29,0.05,13.30,2.28
10.23,41.46,1020.45,84.95,480.87,0.25,0.01,0.12,0.02,12.01,2.12
23.92,66.54,1009.93,62.37,441.90,0.36,0.02,0.38,0.05,16.19,2.29
29.38,69.68,1011.35,49.25,430.20,0.42,0.03,0.60,0.07,20.54,2.35
17.35,42.86,1014.62,74.16,465.16,0.40,0.02,0.23,0.04,13.68,2.18
9.81,44.45,1021.19,90.55,471.32,0.22,0.01,0.11,0.02,11.28,2.17
4.97,40.64,1020.91,94.28,485.43,0.12,0.00,0.05,0.01,10.83,2.10
5.15,40.07,1012.27,63.31,495.35,0.13,0.01,0.08,0.01,15.99,2.04
21.54,58.49,1010.85,78.90,449.12,0.37,0.02,0.27,0.05,12.81,2.25
7.94,42.02,1006.22,90.97,480.53,0.19,0.01,0.09,0.02,11.06,2.09
18.77,50.66,1014.89,87.34,457.07,0.37,0.02,0.21,0.04,11.62,2.22
21.69,69.94,1010.70,80.80,443.67,0.31,0.02,0.27,0.05,12.51,2.28
10.07,44.68,1023.44,90.95,477.52,0.23,0.01,0.11,0.02,11.25,2.14
13.83,39.64,1012.52,69.97,472.95,0.35,0.01,0.20,0.03,14.47,2.14
10.45,39.69,1003.92,89.45,472.54,0.26,0.01,0.12,0.02,11.22,2.12
11.56,40.71,1015.85,76.08,469.17,0.28,0.01,0.15,0.02,13.35,2.17
23.64,70.04,1011.09,83.35,435.21,0.34,0.02,0.28,0.05,12.13,2.32
10.48,40.22,1004.81,92.16,477.78,0.26,0.01,0.11,0.02,10.90,2.10
13.09,39.85,1012.86,58.42,475.89,0.33,0.01,0.22,0.03,17.34,2.13
10.67,40.23,1017.75,85.06,483.90,0.27,0.01,0.13,0.02,11.97,2.10
12.57,39.16,1016.53,88.91,476.20,0.32,0.01,0.14,0.03,11.43,2.13
14.45,43.34,1015.47,83.33,462.16,0.33,0.01,0.17,0.03,12.19,2.20
14.22,37.85,1011.24,88.49,471.05,0.38,0.01,0.16,0.03,11.43,2.15
6.97,41.26,1010.60,96.88,484.71,0.17,0.01,0.07,0.01,10.43,2.08
20.61,63.86,1015.43,73.86,446.34,0.32,0.02,0.28,0.05,13.75,2.28
14.67,42.28,1007.21,65.17,469.02,0.35,0.01,0.23,0.03,15.46,2.15
29.06,72.86,1004.23,69.41,432.12,0.40,0.03,0.42,0.07,14.47,2.32
14.38,40.10,1015.51,81.23,467.28,0.36,0.01,0.18,0.03,12.50,2.17
32.51,69.98,1013.29,54.07,429.66,0.46,0.03,0.60,0.08,18.74,2.36
11.79,45.09,1013.16,89.17,469.49,0.26,0.01,0.13,0.03,11.36,2.16
8.65,40.56,1023.23,78.85,485.87,0.21,0.01,0.11,0.02,12.98,2.11
9.75,40.81,1026.00,84.44,481.95,0.24,0.01,0.12,0.02,12.15,2.13
9.11,40.02,1031.10,83.02,479.03,0.23,0.01,0.11,0.02,12.42,2.15
23.39,69.13,1010.99,90.66,434.50,0.34,0.02,0.26,0.05,11.15,2.33
14.30,54.30,1015.16,75.29,464.90,0.26,0.01,0.19,0.03,13.48,2.18
17.49,63.94,1020.02,82.60,452.71,0.27,0.02,0.21,0.04,12.35,2.25
31.10,69.51,1010.84,45.40,429.74,0.45,0.03,0.69,0.07,22.27,2.35
19.77,56.65,1020.67,66.33,457.09,0.35,0.02,0.30,0.04,15.39,2.23
28.61,72.29,1011.61,45.33,446.77,0.40,0.03,0.63,0.06,22.32,2.26
13.52,41.48,1014.46,67.12,460.76,0.33,0.01,0.20,0.03,15.11,2.20
13.52,40.83,1008.31,84.14,471.95,0.33,0.01,0.16,0.03,11.98,2.14
17.57,46.21,1014.09,80.81,453.29,0.38,0.02,0.22,0.04,12.55,2.24
28.18,60.07,1016.34,49.13,441.61,0.47,0.03,0.57,0.06,20.69,2.30
14.29,46.18,1017.01,87.29,464.73,0.31,0.01,0.16,0.03,11.65,2.19
18.12,43.69,1016.91,52.95,464.68,0.41,0.02,0.34,0.04,19.21,2.19
31.27,73.91,1003.72,68.92,430.59,0.42,0.03,0.45,0.07,14.56,2.33
26.24,77.95,1014.19,85.21,438.01,0.34,0.03,0.31,0.06,11.90,2.32
7.44,41.04,1021.84,88.56,479.08,0.18,0.01,0.08,0.02,11.54,2.13
29.78,74.78,1009.28,55.09,436.39,0.40,0.03,0.54,0.07,18.32,2.31
23.37,65.46,1016.25,48.64,447.07,0.36,0.02,0.48,0.05,20.89,2.27
10.62,39.58,1011.90,87.85,479.91,0.27,0.01,0.12,0.02,11.52,2.11
5.84,43.02,1013.88,87.42,489.05,0.14,0.01,0.07,0.01,11.60,2.07
14.51,53.82,1016.46,62.75,463.17,0.27,0.01,0.23,0.03,16.20,2.19
11.31,42.02,1001.18,94.86,471.26,0.27,0.01,0.12,0.02,10.55,2.12
11.25,40.67,1011.64,63.54,480.49,0.28,0.01,0.18,0.02,15.92,2.11
9.18,39.42,1025.41,69.46,473.78,0.23,0.01,0.13,0.02,14.76,2.16
19.82,58.16,1016.76,74.66,455.50,0.34,0.02,0.27,0.04,13.62,2.23
24.77,58.41,1013.78,80.57,446.27,0.42,0.02,0.31,0.06,12.58,2.27
9.66,41.06,1021.21,84.70,482.20,0.24,0.01,0.11,0.02,12.06,2.12
21.96,59.80,1016.72,72.60,452.48,0.37,0.02,0.30,0.05,14.00,2.25
18.59,43.14,1011.92,52.63,464.48,0.43,0.02,0.35,0.04,19.23,2.18
24.75,69.89,1015.29,82.01,438.10,0.35,0.02,0.30,0.06,12.38,2.32
24.37,63.47,1012.77,75.22,445.60,0.38,0.02,0.32,0.05,13.46,2.27
29.60,67.79,1010.37,51.05,442.43,0.44,0.03,0.58,0.07,19.79,2.28
25.32,61.25,1011.56,80.10,436.67,0.41,0.03,0.32,0.06,12.63,2.32
16.15,41.85,1016.54,81.58,466.56,0.39,0.02,0.20,0.03,12.46,2.18
15.74,71.14,1019.65,65.94,457.29,0.22,0.02,0.24,0.03,15.46,2.23
5.97,36.25,1029.65,86.74,487.03,0.16,0.01,0.07,0.01,11.87,2.11
15.84,52.72,1026.45,62.57,464.93,0.30,0.02,0.25,0.03,16.40,2.21
14.84,44.63,1019.28,57.37,466.00,0.33,0.01,0.26,0.03,17.77,2.19
12.25,48.79,1017.44,88.91,469.52,0.25,0.01,0.14,0.03,11.44,2.17
27.38,70.04,1011.18,72.26,428.88,0.39,0.03,0.38,0.06,13.99,2.36
8.76,41.48,1018.49,74.98,474.30,0.21,0.01,0.12,0.02,13.58,2.15
15.54,39.31,1009.69,71.19,461.06,0.40,0.02,0.22,0.03,14.18,2.19
18.71,39.39,1014.09,62.82,465.57,0.47,0.02,0.30,0.04,16.14,2.18
13.06,41.78,1012.30,55.31,467.67,0.31,0.01,0.24,0.03,18.30,2.16
12.72,40.71,1016.02,71.57,466.99,0.31,0.01,0.18,0.03,14.20,2.18
19.83,39.39,1013.73,59.16,463.72,0.50,0.02,0.34,0.04,17.14,2.19
27.23,49.16,1004.03,40.80,443.78,0.55,0.03,0.67,0.06,24.61,2.26
24.27,68.28,1005.43,67.63,445.23,0.36,0.02,0.36,0.05,14.87,2.26
11.80,40.66,1017.13,97.20,464.43,0.29,0.01,0.12,0.03,10.46,2.19
6.76,36.25,1028.31,91.16,484.36,0.19,0.01,0.07,0.01,11.28,2.12
25.99,63.07,1012.50,64.81,442.16,0.41,0.03,0.40,0.06,15.62,2.29
16.30,39.63,1004.64,85.61,464.11,0.41,0.02,0.19,0.04,11.74,2.16
16.50,49.39,1018.35,93.42,462.48,0.33,0.02,0.18,0.04,10.90,2.20
10.59,42.49,1009.59,77.36,477.49,0.25,0.01,0.14,0.02,13.05,2.11
26.05,65.59,1012.78,67.03,437.04,0.40,0.03,0.39,0.06,15.11,2.32
19.50,40.79,1003.80,89.45,457.09,0.48,0.02,0.22,0.04,11.22,2.20
22.21,45.01,1012.22,54.84,450.60,0.49,0.02,0.40,0.05,18.46,2.25
17.86,45.00,1023.25,53.48,465.78,0.40,0.02,0.33,0.04,19.13,2.20
29.96,70.04,1010.15,54.47,427.10,0.43,0.03,0.55,0.07,18.55,2.37
19.08,44.63,1020.14,43.36,459.81,0.43,0.02,0.44,0.04,23.53,2.22
23.59,47.43,1006.64,48.92,447.36,0.50,0.02,0.48,0.05,20.58,2.25
3.38,39.64,1011.00,81.22,488.92,0.09,0.00,0.04,0.01,12.45,2.07
26.39,66.49,1012.96,60.35,433.36,0.40,0.03,0.44,0.06,16.78,2.34
8.99,39.04,1021.99,75.98,483.35,0.23,0.01,0.12,0.02,13.45,2.11
10.91,41.04,1026.57,74.24,469.53,0.27,0.01,0.15,0.02,13.83,2.19
13.08,39.82,1012.27,85.21,476.96,0.33,0.01,0.15,0.03,11.88,2.12
23.95,58.46,1017.50,68.46,440.75,0.41,0.02,0.35,0.05,14.86,2.31
15.64,43.71,1024.51,78.31,462.55,0.36,0.02,0.20,0.03,13.08,2.21
18.78,54.20,1012.05,89.25,448.04,0.35,0.02,0.21,0.04,11.34,2.26
20.65,50.59,1016.22,68.57,455.24,0.41,0.02,0.30,0.05,14.82,2.23
4.96,40.07,1011.80,67.38,494.75,0.12,0.00,0.07,0.01,15.02,2.05
23.51,57.32,1012.55,53.60,444.58,0.41,0.02,0.44,0.05,18.89,2.28
5.99,35.79,1011.56,91.69,484.82,0.17,0.01,0.07,0.01,11.03,2.09
23.65,66.05,1019.60,78.21,442.90,0.36,0.02,0.30,0.05,13.04,2.30
5.17,39.33,1009.68,94.19,485.46,0.13,0.01,0.05,0.01,10.72,2.08
26.38,49.50,1012.82,37.19,457.81,0.53,0.03,0.71,0.06,27.23,2.21
6.02,43.65,1013.85,83.53,481.92,0.14,0.01,0.07,0.01,12.14,2.10
23.20,61.02,1009.63,79.45,443.23,0.38,0.02,0.29,0.05,12.71,2.28
8.57,39.69,1000.91,99.90,474.29,0.22,0.01,0.09,0.02,10.02,2.11
30.72,71.58,1009.98,50.39,430.46,0.43,0.03,0.61,0.07,20.04,2.35
21.52,50.66,1013.56,74.33,455.71,0.42,0.02,0.29,0.05,13.64,2.22
22.93,62.26,1011.25,83.66,438.34,0.37,0.02,0.27,0.05,12.09,2.31
5.71,41.31,1003.24,89.48,485.83,0.14,0.01,0.06,0.01,11.21,2.07
